Barcode	Brand	Wheel Name	Model	Retail price	Export price	Stock	Photo	Features	PCD	PCD2	INCH	ET Value	J Value	HUB size	Color	Production Type	Max Load	Rim Weight	Holes1	Holes2
00000017023788	Forzza	Ratlankis Forzza Galaxy 10,5X20 5X114,3 ET40 73,1 Black Magic	Galaxy	299.00	220.00	2	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_10_5x20_black_magic_1000.jpg	fr20514	114.30	0.00	20	40	10.5	73.10	Black Magic	Flow Forming	815.0000	12.1500	5	0
00000017023665	Forzza	Ratlankis Forzza Galaxy 11X20 5X120 ET37 74,1 Black Magic	Galaxy	275.00	200.00	1	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_11x20_black_magic_1000.jpg	fr20520	120.00	0.00	20	37	11.0	74.10	Black Magic	Flow Forming	815.0000	12.1500	5	0
00000017023887	Forzza	Ratlankis Forzza Galaxy 8,5X19 5X120 ET30 72,56 GMReflex	Galaxy	220.00	150.00	1	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_8_5x19_gm_reflex_1000.jpg	fr19520	120.00	0.00	19	30	8.5	72.56	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023689	Forzza	Ratlankis Forzza Galaxy 10X20 5X120 ET38 74,1 GMReflex	Galaxy	249.00	180.00	1	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_10x20_gmreflex_1000.jpg	fr20520	120.00	0.00	20	38	10.0	74.10	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023832	Forzza	Ratlankis Forzza Galaxy 8,5X19 5X112 ET25 66,45 GMReflex	Galaxy	220.00	150.00	3	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_8_5x19_gm_reflex_1000.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Gunmetal Reflex	Flow Forming	815.0000	11.8500	5	0
00000017023757	Forzza	Ratlankis Forzza Galaxy 9X20 5X112 ET30 66,45 GMReflex	Galaxy	249.00	180.00	29	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_9x20_gmreflex_1000.jpg	fr20512	112.00	0.00	20	30	9.0	66.45	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023696	Forzza	Ratlankis Forzza Galaxy 11X20 5X120 ET37 74,1 GMReflex	Galaxy	249.00	180.00	2	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_11x20_gmreflex_1000.jpg	fr20520	120.00	0.00	20	37	11.0	74.10	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023764	Forzza	Ratlankis Forzza Galaxy 10,5X20 5X112 ET38 66,45 GMReflex	Galaxy	249.00	180.00	16	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_10_5x20_gmreflex_1000.jpg	fr20512	112.00	0.00	20	38	10.5	66.45	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023702	Forzza	Ratlankis Forzza Galaxy 9X20 5X120 ET30 72,56 GMReflex	Galaxy	249.00	180.00	33	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_9x20_gmreflex_1000.jpg	fr20520	120.00	0.00	20	30	9.0	72.56	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
2000000017501	Forzza	Ratlankis Forzza Rock 8,5X19 5X112 ET35 66,45 DGP	Rock	264.00	201.00	2	http://4ratis.lt/customer_xml/Photos/forzza_rock_dark_graphite_1000.jpg	fr19512	112.00	0.00	19	35	8.5	66.45	Dark Graphite	Flow Forming	815.0000	11.2000	5	0
2000000018249	Forzza	Ratlankis Forzza Rock 8,5X19 5X112 ET42 66,45 DGP	Rock	264.00	201.00	16	http://4ratis.lt/customer_xml/Photos/forzza_rock_dark_graphite_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Dark Graphite	Flow Forming	815.0000	11.2000	5	0
00000017018128	Forzza	Ratlankis Forzza Spot 7,5X17 5X112/120 ET40 72,56 SFM	Spot	177.00	138.00	27	http://4ratis.lt/customer_xml/Photos/forzza_spot_sfm(10holes)_1000.jpg	fr17512520	112.00	120.00	17	40	7.5	72.56	Silver Face Machined	Casting	690.0000	10.0000	5	5
00000017013192	Forzza	Ratlankis Forzza Spot 8,5X18 5X112 ET30 66,45 SFM	Spot	228.00	175.00	13	http://4ratis.lt/customer_xml/Photos/forzza_spot_sfm_lm_1000.jpg	fr18512	112.00	0.00	18	30	8.5	66.45	Silver Face Machined	Casting	690.0000	10.9000	5	0
00000017031776	Forzza	Ratlankis Forzza Spot 8,5X19 5X112 ET25 66,45 SFM	Spot	292.00	201.00	16	http://4ratis.lt/customer_xml/Photos/forzza_spot_yu9127_8_5j.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Silver Face Machined	Flow Forming	.0000	11.0000	5	0
00000017031752	Forzza	Ratlankis Forzza Spot 8,5X19 5X120 ET30 74,1 SFM	Spot	264.00	201.00	1	http://4ratis.lt/customer_xml/Photos/forzza_spot_yu9127_8_5j.jpg	fr19520	120.00	0.00	19	30	8.5	74.10	Silver Face Machined	Casting	735.0000	11.6000	5	0
00000017022965	Forzza	Ratlankis Forzza Spot 9X20 5X112 ET30 66,45 SFM	Spot	317.00	233.00	1	http://4ratis.lt/customer_xml/Photos/forzza_spot_20inch_9j_sfm_1000.jpg	fr20512	112.00	0.00	20	30	9.0	66.45	Silver Face Machined	Casting	690.0000	14.2000	5	0
00000017022958	Forzza	Ratlankis Forzza Spot 9,5X18 5X112 ET30 66,45 SFM	Spot	228.00	175.00	14	http://4ratis.lt/customer_xml/Photos/forzza_spot_sfm_lm_1000.jpg	fr18512	112.00	0.00	18	30	9.5	66.45	Silver Face Machined	Casting	690.0000	11.7000	5	0
00000017031769	Forzza	Ratlankis Forzza Spot 10X19 5X120 ET30 74,1 SFM	Spot	264.00	201.00	1	http://4ratis.lt/customer_xml/Photos/forzza_spot_yu9127_10j.jpg	fr19520	120.00	0.00	19	30	10.0	74.10	Silver Face Machined	Casting	735.0000	11.6000	5	0
00000017022972	Forzza	Ratlankis Forzza Spot 10,5X20 5X112 ET35 66,45 SFM	Spot	317.00	233.00	17	http://4ratis.lt/customer_xml/Photos/forzza_spot_20inch_10_5j_sfm_1000.jpg	fr20512	112.00	0.00	20	35	10.5	66.45	Silver Face Machined	Casting	690.0000	15.5000	5	0
2000000010915	Forzza	Ratlankis Forzza Spot 9,5X18 5X120 ET30 72,56 SFM	Spot	228.00	175.00	1	http://4ratis.lt/customer_xml/Photos/forzza_spot_sfm_lm_1000.jpg	fr18520	120.00	0.00	18	30	9.5	72.56	Silver Face Machined	Casting	690.0000	11.7000	5	0
00000017021074	Forzza	Ratlankis Forzza Malm 9X16 4X100/108 ET15 67,1 S/LM	Malm	148.00	114.00	1	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr16400408	100.00	108.00	16	15	9.0	67.10	Silver/Lip Machined	Casting	635.0000	8.6000	4	4
00000017021050	Forzza	Ratlankis Forzza Malm 8X16 5X100/112 ET20 73,1 gold/lm	Malm	148.00	114.00	1	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr16500512	100.00	112.00	16	20	8.0	73.10	Gold/Lip Machined	Casting	635.0000	8.3000	5	5
00000017021548	Forzza	Ratlankis Forzza Malm 8X18 5X112/120 ET30 72,56 S/LM	Malm	228.00	175.00	23	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr18512520	112.00	120.00	18	30	8.0	72.56	Silver/Lip Machined	Casting	635.0000	11.1000	5	5
00000017021555	Forzza	Ratlankis Forzza Malm 9X18 5X112/120 ET35 72,56 S/LM	Malm	228.00	175.00	42	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr18512520	112.00	120.00	18	35	9.0	72.56	Silver/Lip Machined	Casting	635.0000	11.4000	5	5
00000017021081	Forzza	Ratlankis Forzza Malm 9X16 5X100/112 ET15 73,1 S/LM	Malm	148.00	114.00	40	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr16500512	100.00	112.00	16	15	9.0	73.10	Silver/Lip Machined	Casting	635.0000	8.6000	5	5
00000017011112	Forzza	Ratlankis Forzza Malm 8,5X17 4X100/108 ET30 67,1 Silver/lm	Malm	177.00	138.00	30	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr17400408	100.00	108.00	17	30	8.5	67.10	Silver/Lip Machined	Casting	635.0000	10.3000	4	4
00000017011129	Forzza	Ratlankis Forzza Malm 8,5X17 4X100/108 ET30 67,1 gold/lm	Malm	177.00	138.00	4	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr17400408	100.00	108.00	17	30	8.5	67.10	Gold/Lip Machined	Casting	635.0000	10.3000	4	4
2000000010946	Forzza	Ratlankis Forzza Malm 8X16 4X100/108 ET20 67,1 gold/lm	Malm	148.00	114.00	32	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr16400408	100.00	108.00	16	20	8.0	67.10	Gold/Lip Machined	Casting	635.0000	8.3000	4	4
2000000010953	Forzza	Ratlankis Forzza Malm 8,5X17 5X112/120 ET30 72,56 S/lm	Malm	177.00	138.00	8	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr17512520	112.00	120.00	17	30	8.5	72.56	Silver/Lip Machined	Casting	635.0000	10.3000	5	5
2000000010960	Forzza	Ratlankis Forzza Malm 9,5X17 5X112/120 ET20 72,56 S/lm	Malm	177.00	138.00	23	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr17512520	112.00	120.00	17	20	9.5	72.56	Silver/Lip Machined	Casting	635.0000	10.7000	5	5
2000000010977	Forzza	Ratlankis Forzza Malm 8,5X17 5X112/120 ET30 72,56 gold/lm	Malm	177.00	138.00	38	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr17512520	112.00	120.00	17	30	8.5	72.56	Gold/Lip Machined	Casting	635.0000	10.3000	5	5
2000000010984	Forzza	Ratlankis Forzza Malm 9,5X17 5X112/120 ET20 72,56 gold/lm	Malm	177.00	138.00	1	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr17512520	112.00	120.00	17	20	9.5	72.56	Gold/Lip Machined	Casting	635.0000	10.7000	5	5
00000017019842	Forzza	Ratlankis Forzza Flamber 7,5X17 5X120/112 ET35 74,1 HB/LP	Flamber	177.00	138.00	1	http://4ratis.lt/customer_xml/Photos/forzza_flamber_hb_lp_17inch_1000.jpg	fr17512520	112.00	120.00	17	35	7.5	74.10	Hyper Black/Lip Machined	Casting	690.0000	9.0000	5	5
00000017033947	Forzza	Ratlankis Forzza Flamber 8,5X19 5X120 ET30 74,1 HB/LP	Flamber	264.00	201.00	20	http://4ratis.lt/customer_xml/Photos/forzza_flamber_lu002_19x8_5_hb_lp.jpg	fr19520	120.00	0.00	19	30	8.5	74.10	Hyper Black/Lip Machined	Casting	690.0000	11.5000	5	0
00000017016575	Forzza	Ratlankis Forzza Flamber 9,5X18 5X114,3/120 ET20 74,1 HB/LP	Flamber	228.00	175.00	16	http://4ratis.lt/customer_xml/Photos/forzza_flamber_9x18_hb_lp_1000.jpg	fr18514520	114.30	120.00	18	20	9.5	74.10	Hyper Black/Lip Machined	Casting	690.0000	12.1000	5	5
00000017033633	Forzza	Ratlankis Forzza Flamber 9,5X19 5X112 ET25 66,5 HB/LP	Flamber	264.00	201.00	8	http://4ratis.lt/customer_xml/Photos/forzza_flamber_lu002_19x9_5_hb_lp.jpg	fr19512	112.00	0.00	19	25	9.5	66.50	Hyper Black/Lip Machined	Casting	690.0000	11.5000	5	0
00000017033954	Forzza	Ratlankis Forzza Flamber 9,5X19 5X120 ET25 74,1 HB/LP	Flamber	264.00	201.00	18	http://4ratis.lt/customer_xml/Photos/forzza_flamber_lu002_19x9_5_hb_lp.jpg	fr19520	120.00	0.00	19	25	9.5	74.10	Hyper Black/Lip Machined	Casting	690.0000	11.5000	5	0
00000017033930	Forzza	Ratlankis Forzza Flamber 9,5X19 5X114,3 ET25 73,1 HB/LP	Flamber	264.00	201.00	6	http://4ratis.lt/customer_xml/Photos/forzza_flamber_lu002_19x9_5_hb_lp.jpg	fr19514	114.30	0.00	19	25	9.5	73.10	Hyper Black/Lip Machined	Casting	690.0000	11.5000	5	5
00000017010559	Forzza	Ratlankis Forzza Ambra 10,5X20 5X120 ET35 72,6SFM	Ambra	299.00	220.00	6	http://4ratis.lt/customer_xml/Photos/forzza_ambra_sfm_1000.jpg	fr20520	120.00	0.00	20	35	10.5	72.60	Silver Face Machined	Casting	690.0000	15.5600	5	0
2000000017730	Forzza	Ratlankis Forzza Aktia 6,5X16 5X100 ET38 TT1235 73,1 BFM	Aktia	148.00	114.00	24	http://4ratis.lt/customer_xml/Photos/forzza_aktia_bfm_1000.jpg	fr16500	100.00	0.00	16	38	6.5	73.10	Black Face Machined	Casting	675.0000	7.4500	5	0
2000000017747	Forzza	Ratlankis Forzza Aktia 6,5X16 5X112 ET40 66,45 BFM	Aktia	148.00	114.00	35	http://4ratis.lt/customer_xml/Photos/forzza_aktia_bfm_1000.jpg	fr16512	112.00	0.00	16	40	6.5	66.45	Black Face Machined	Casting	675.0000	7.4500	5	0
00000017017725	Forzza	Ratlankis Forzza Aktia 6,5X16 5X114,3 ET40 67,1 BFM	Aktia	148.00	114.00	16	http://4ratis.lt/customer_xml/Photos/forzza_aktia_bfm_1000.jpg	fr16514	114.30	0.00	16	40	6.5	67.10	Black Face Machined	Casting	675.0000	7.4500	5	0
00000017012140	Forzza	Ratlankis Forzza Limit L 8,5X18 5X112 ET42 66,45 SFM	Limit	228.00	175.00	10	http://4ratis.lt/customer_xml/Photos/forzza_limit_left_sfm_1000.jpg	fr18512	112.00	0.00	18	42	8.5	66.45	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017024075	Forzza	Ratlankis Forzza Limit L 8,5X18 5X120 ET35 72,56 SFM	Limit	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_limit_left_sfm_1000.jpg	fr18520	120.00	0.00	18	35	8.5	72.56	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017012133	Forzza	Ratlankis Forzza Limit R 8,5X18 5X100 ET35 73,1SFM	Limit	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_limit_right_sfm_1000.jpg	fr18500	100.00	0.00	18	35	8.5	73.10	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017012157	Forzza	Ratlankis Forzza Limit R 8,5X18 5X112 ET42 66,45 SFM	Limit	228.00	175.00	9	http://4ratis.lt/customer_xml/Photos/forzza_limit_right_sfm_1000.jpg	fr18512	112.00	0.00	18	42	8.5	66.45	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017024099	Forzza	Ratlankis Forzza Limit L 9,5X18 5X114,3 ET35 73,1 SFM	Limit	215.00	165.00	2	http://4ratis.lt/customer_xml/Photos/forzza_limit_left_sfm_1000.jpg	fr18514	114.30	0.00	18	35	9.5	73.10	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017024082	Forzza	Ratlankis Forzza Limit R 8,5X18 5X120 ET35 72,56 SFM	Limit	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_limit_right_sfm_1000.jpg	fr18520	120.00	0.00	18	35	8.5	72.56	Silver Face Machined	Casting	690.0000	12.0000	5	0
00000017024105	Forzza	Ratlankis Forzza Limit R 9,5X18 5X114,3 ET35 73,1 SFM	Limit	215.00	165.00	2	http://4ratis.lt/customer_xml/Photos/forzza_limit_right_sfm_1000.jpg	fr18514	114.30	0.00	18	35	9.5	73.10	Silver Face Machined	Casting	690.0000	12.3000	5	0
00000017024129	Forzza	Ratlankis Forzza Limit R 9,5X18 5X120 ET35 72,56 SFM	Limit	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_limit_right_sfm_1000.jpg	fr18520	120.00	0.00	18	35	9.5	72.56	Silver Face Machined	Casting	690.0000	12.3000	5	0
2000000018287	Forzza	Ratlankis Forzza Malm 7X15 4X100/114,3 ET25 73,1 B/LM	Malm	138.00	106.00	2	http://4ratis.lt/customer_xml/Photos/forzza_malm_lip_machined_1000.jpg	fr15400414	100.00	114.30	15	25	7.0	73.10	Black/Lip Machined	Casting	560.0000	7.6000	4	4
00000017023627	Forzza	Ratlankis Forzza Malm 8X15 4X100/108 ET20 74,1 Gold/lm	Malm	138.00	106.00	3	http://4ratis.lt/customer_xml/Photos/forzza_malm_gold_lip_machined_1000.jpg	fr15400408	100.00	108.00	15	20	8.0	74.10	Gold/Lip Machined	Casting	560.0000	7.9000	4	4
00000017011990	Forzza	Ratlankis Forzza Malm 8X15 4X100/108 ET20 74,1 Sm/Lip	Malm	138.00	106.00	2	http://4ratis.lt/customer_xml/Photos/forzza_malm_silver_face_machined_1000.jpg	fr15400408	100.00	108.00	15	20	8.0	74.10	Silver/Lip Machined	Casting	560.0000	7.9000	4	4
2000000012520	Forzza	Ratlankis Forzza Brave 8,5X19 5X120 ET35 72,55 GHM/lm	Brave	264.00	201.00	10	http://4ratis.lt/customer_xml/Photos/forzza_brave_gun_half_matt_lm_1000.jpg	fr19520	120.00	0.00	19	35	8.5	72.55	Gun Half Matt/Lip Machined	Casting	690.0000	13.6000	5	0
2000000012537	Forzza	Ratlankis Forzza Brave 9,5X19 5X120 ET35 72,55 GHM/lm	Brave	264.00	201.00	14	http://4ratis.lt/customer_xml/Photos/forzza_brave_gun_half_matt_lm_1000.jpg	fr19520	120.00	0.00	19	35	9.5	72.55	Gun Half Matt/Lip Machined	Casting	690.0000	13.1000	5	0
2000000012544	Forzza	Ratlankis Forzza Brave 8,5X19 5X112 ET35 66,45 GHM/lm	Brave	264.00	201.00	3	http://4ratis.lt/customer_xml/Photos/forzza_brave_gun_half_matt_lm_1000.jpg	fr19512	112.00	0.00	19	35	8.5	66.45	Gun Half Matt/Lip Machined	Casting	690.0000	12.6000	5	0
00000017010450	Forzza	Ratlankis Forzza Solo 9X22 5X112 ET32 66,45 GFM	Solo	365.00	280.00	2	http://4ratis.lt/customer_xml/Photos/forzza_solo_grey_face_machined_1000.jpg	fr22512	112.00	0.00	22	32	9.0	66.45	Grey Face Machined	Casting	850.0000	18.2000	5	0
