Barcode	Brand	Wheel Name	Model	Retail price	Export price	Stock	Photo	Features	PCD	PCD2	INCH	ET Value	J Value	HUB size	Color	Production Type	Max Load	Rim Weight	Holes1	Holes2
00000017025966	Forzza	Ratlankis Forzza Titan 10,5X20 5X120 ET37 72,56 Dark Graphite	Titan	355.00	270.00	25	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr20520	120.00	0.00	20	37	10.5	72.56	Dark Graphite	Flow Forming	815.0000	12.0000	5	0
00000017026130	Forzza	Ratlankis Forzza Titan 9X21 5X112 ET35 66,45 Dark Graphite	Titan	440.00	334.00	22	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr21512	112.00	0.00	21	35	9.0	66.45	Dark Graphite	Flow Forming	815.0000	12.8000	5	0
00000017027021	Forzza	Ratlankis Forzza Titan 8X18 5X112 ET42 66,45 Candy Red	Titan	256.00	180.00	2	http://4ratis.lt/customer_xml/Photos/forzza_titan_candy_red_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Candy Red	Flow Forming	725.0000	9.4000	5	0
00000017026017	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET42 66,45 Satin Black	Titan	292.00	228.00	48	http://4ratis.lt/customer_xml/Photos/forzza_titan_satin_black_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Satin Black	Flow Forming	815.0000	10.8000	5	0
00000017027120	Forzza	Ratlankis Forzza Titan 9,5X19 5X120 ET38 72,56 Golden Amber	Titan	324.00	227.00	1	http://4ratis.lt/customer_xml/Photos/forzza_titan_golden_amber_1000.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Golden Amber	Flow Forming	815.0000	9.0000	5	0
00000017025928	Forzza	Ratlankis Forzza Titan 10,5X20 5X112 ET40 66,45 Satin Black	Titan	355.00	270.00	8	http://4ratis.lt/customer_xml/Photos/forzza_titan_satin_black_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.45	Satin Black	Flow Forming	815.0000	12.0000	5	0
00000017037112	Forzza	Ratlankis Forzza Titan 9X20 5X120 ET32 72,56 Brushed Aluminium	Titan	387.00	281.00	24	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_9j_brushed_aluminium.jpg	fr20520	120.00	0.00	20	32	9.0	72.56	Brushed Aluminium	Flow Forming	815.0000	11.8000	5	0
00000017026154	Forzza	Ratlankis Forzza Titan 10,5X21 5X112 ET40 66,45 Satin Black	Titan	440.00	334.00	17	http://4ratis.lt/customer_xml/Photos/forzza_titan_satin_black_1000.jpg	fr21512	112.00	0.00	21	40	10.5	66.45	Satin Black	Flow Forming	815.0000	13.6000	5	0
00000017027014	Forzza	Ratlankis Forzza Titan 8X18 5X112 ET42 66,45 Golden Amber	Titan	256.00	180.00	2	http://4ratis.lt/customer_xml/Photos/forzza_titan_golden_amber_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Golden Amber	Flow Forming	725.0000	9.4000	5	0
00000017026055	Forzza	Ratlankis Forzza Titan 9,5X19 5X112 ET38 66,45 Satin Black	Titan	292.00	228.00	34	http://4ratis.lt/customer_xml/Photos/forzza_titan_satin_black_1000.jpg	fr19512	112.00	0.00	19	38	9.5	66.45	Satin Black	Flow Forming	815.0000	9.0000	5	0
00000017027113	Forzza	Ratlankis Forzza Titan 8,5X19 5X120 ET32 72,56 Golden Amber	Titan	324.00	227.00	41	http://4ratis.lt/customer_xml/Photos/forzza_titan_golden_amber_1000.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	Golden Amber	Flow Forming	815.0000	10.8000	5	0
00000017025935	Forzza	Ratlankis Forzza Titan 10,5X20 5X112 ET40 66,45 Dark Graphite	Titan	355.00	270.00	26	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.45	Dark Graphite	Flow Forming	815.0000	12.0000	5	0
00000017037129	Forzza	Ratlankis Forzza Titan 10,5X20 5X120 ET37 72,56 Brushed Aluminium	Titan	387.00	281.00	17	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_10_5j_brushed_aluminium.jpg	fr20520	120.00	0.00	20	37	10.5	72.56	Brushed Aluminium	Flow Forming	815.0000	12.0000	5	0
00000017026161	Forzza	Ratlankis Forzza Titan 10,5X21 5X112 ET40 66,45 Dark Graphite	Titan	440.00	334.00	15	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr21512	112.00	0.00	21	40	10.5	66.45	Dark Graphite	Flow Forming	815.0000	13.6000	5	0
00000017031738	Forzza	Ratlankis Forzza Titan 8X18 5X112 ET42 66,45 Bronze Tint	Titan	281.00	212.00	3	http://4ratis.lt/customer_xml/Photos/forzza_titan_bronze_tint_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Bronze Tint	Flow Forming	725.0000	9.4000	5	0
00000017026062	Forzza	Ratlankis Forzza Titan 9,5X19 5X112 ET38 66,45 Dark Graphite	Titan	292.00	228.00	42	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr19512	112.00	0.00	19	38	9.5	66.45	Dark Graphite	Flow Forming	815.0000	9.0000	5	0
00000017028806	Forzza	Ratlankis Forzza Titan 8,5X19 5X120 ET32 72,56 Black Magic	Titan	292.00	228.00	24	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	Black Magic	Flow Forming	815.0000	10.8000	5	0
00000017028714	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET25 66,45 Black Magic	Titan	355.00	270.00	6	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr20512	112.00	0.00	20	25	9.0	66.45	Black Magic	Flow Forming	815.0000	11.8000	5	0
00000017037136	Forzza	Ratlankis Forzza Titan 9X21 5X112 ET25 66,45 Brushed Aluminium	Titan	461.00	350.00	10	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_9j_brushed_aluminium.jpg	fr21512	112.00	0.00	21	25	9.0	66.45	Brushed Aluminium	Flow Forming	815.0000	12.8000	5	0
00000017028813	Forzza	Ratlankis Forzza Titan 9,5X19 5X120 ET38 72,56 Black Magic	Titan	292.00	228.00	31	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Black Magic	Flow Forming	815.0000	9.0000	5	0
00000017028738	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET35 66,45 Black Magic	Titan	355.00	270.00	24	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Black Magic	Flow Forming	815.0000	11.8000	5	0
00000017028745	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET35 66,45 Bronze Tint	Titan	387.00	281.00	18	http://4ratis.lt/customer_xml/Photos/forzza_titan_bronze_tint_1000.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Bronze Tint	Flow Forming	815.0000	11.8000	5	0
00000017027083	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET42 66,45 Candy Red	Titan	324.00	227.00	16	http://4ratis.lt/customer_xml/Photos/forzza_titan_candy_red_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Candy Red	Flow Forming	815.0000	10.8000	5	0
00000017028752	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET25 66,45 Bronze Tint	Titan	387.00	281.00	1	http://4ratis.lt/customer_xml/Photos/forzza_titan_bronze_tint_1000.jpg	fr20512	112.00	0.00	20	25	9.0	66.45	Bronze Tint	Flow Forming	815.0000	11.8000	5	0
00000017028677	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET25 66,45 Black Magic	Titan	292.00	228.00	63	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Black Magic	Flow Forming	815.0000	9.0000	5	0
00000017028684	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET35 66,45 Black Magic	Titan	292.00	228.00	38	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19512	112.00	0.00	19	35	8.5	66.45	Black Magic	Flow Forming	815.0000	10.8000	5	0
00000017028776	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET35 66,45 Brushed Aluminium	Titan	387.00	281.00	16	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_9j_brushed_aluminium.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Brushed Aluminium	Flow Forming	815.0000	11.8000	5	0
00000017028691	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET42 66,45 Black Magic	Titan	292.00	228.00	48	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Black Magic	Flow Forming	815.0000	10.8000	5	0
00000017028783	Forzza	Ratlankis Forzza Titan 9X20 5X112 ET25 66,45 Brushed Aluminium	Titan	387.00	281.00	13	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_9j_brushed_aluminium.jpg	fr20512	112.00	0.00	20	25	9.0	66.45	Brushed Aluminium	Flow Forming	815.0000	11.8000	5	0
00000017028707	Forzza	Ratlankis Forzza Titan 9,5X19 5X112 ET38 66,45 Black Magic	Titan	292.00	228.00	36	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr19512	112.00	0.00	19	38	9.5	66.45	Black Magic	Flow Forming	815.0000	9.0000	5	0
00000017028790	Forzza	Ratlankis Forzza Titan 10,5X20 5X112 ET40 66,45 Brushed Aluminium	Titan	387.00	281.00	4	http://4ratis.lt/customer_xml/Photos/forzza_titan_ya5640_10_5j_brushed_aluminium.jpg	fr20512	112.00	0.00	20	40	10.5	66.45	Brushed Aluminium	Flow Forming	815.0000	12.0000	5	0
00000017031745	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET42 66,45 Bronze Tint	Titan	339.00	260.00	52	http://4ratis.lt/customer_xml/Photos/forzza_titan_bronze_tint_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Bronze Tint	Flow Forming	815.0000	10.8000	5	0
00000017041041	Forzza	Ratlankis Forzza Titan 10X20 5X112 ET40 66,45 Satin Black	Titan	355.00	270.00	36	http://4ratis.lt/customer_xml/Photos/forzza_titan_satin_black_1000.jpg	fr20512	112.00	0.00	20	40	10.0	66.45	Satin Black	Flow Forming	815.0000	12.0000	5	0
00000017040327	Forzza	Ratlankis Forzza Titan 8,5X19 5X112 ET25 66,45 Dark Graphite	Titan	292.00	228.00	50	http://4ratis.lt/customer_xml/Photos/forzza_titan_20x10_5_dark_graphite_1000.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Dark Graphite	Flow Forming	815.0000	9.0000	5	0
00000017041058	Forzza	Ratlankis Forzza Titan 10X20 5X112 ET40 66,45 Black Magic	Titan	355.00	270.00	6	http://4ratis.lt/customer_xml/Photos/forzza_titan_black_magic_1000.jpg	fr20512	112.00	0.00	20	40	10.0	66.45	Black Magic	Flow Forming	815.0000	12.0000	5	0
00000017030649	Forzza	Ratlankis Forzza Stone 8,5X20 5X112 ET25  66,56 Black Magic Face Polished	Stone	317.00	233.00	8	http://4ratis.lt/customer_xml/Photos/forzza_stone_yu5651_9x20_black_magic_fp.jpg	fr20512	112.00	0.00	20	25	8.5	66.56	Black Magic Face Polished	Flow Forming	815.0000	11.9000	5	0
00000017030687	Forzza	Ratlankis Forzza Stone 10X20 5X120 ET40 74,1 Black Magic Face Polished	Stone	317.00	233.00	17	http://4ratis.lt/customer_xml/Photos/forzza_stone_yu5651_10x20_black_magic_fp.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Black Magic Face Polished	Flow Forming	815.0000	12.1500	5	0
00000017030694	Forzza	Ratlankis Forzza Stone 11X20 5X120 ET37 74,1 Black Magic Face Polished	Stone	317.00	233.00	12	http://4ratis.lt/customer_xml/Photos/forzza_stone_yu5651_11x20_black_magic_fp.jpg	fr20520	120.00	0.00	20	37	11.0	74.10	Black Magic Face Polished	Flow Forming	815.0000	12.9000	5	0
00000017030663	Forzza	Ratlankis Forzza Stone 9,5X20 5X112 ET38 66,56 Black Magic Face Polished	Stone	317.00	233.00	16	http://4ratis.lt/customer_xml/Photos/forzza_stone_yu5651_10x20_black_magic_fp.jpg	fr20512	112.00	0.00	20	38	9.5	66.56	Black Magic Face Polished	Flow Forming	815.0000	11.6000	5	0
00000017030670	Forzza	Ratlankis Forzza Stone 10,5X20 5X112 ET40  66,56 Black Magic Face Polished	Stone	317.00	233.00	22	http://4ratis.lt/customer_xml/Photos/forzza_stone_yu5651_11x20_black_magic_fp.jpg	fr20512	112.00	0.00	20	40	10.5	66.56	Black Magic Face Polished	Flow Forming	815.0000	12.5000	5	0
00000017035446	Forzza	Ratlankis Forzza Saturn 8X18 5X112 ET45 66,5 SFM	Saturn	239.00	186.00	62	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8x18_sfm.jpg	fr18512	112.00	0.00	18	45	8.0	66.50	Silver Face Machined	Flow Forming	750.0000	11.8000	5	0
00000017035477	Forzza	Ratlankis Forzza Saturn 8,5X19 5X112 ET45 66,5 SFM	Saturn	292.00	228.00	22	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8_5x19_sfm.jpg	fr19512	112.00	0.00	19	45	8.5	66.50	Silver Face Machined	Flow Forming	850.0000	11.8000	5	0
00000017036672	Forzza	Ratlankis Forzza Saturn 8,5X19 5X120 ET32 72,56 SFM	Saturn	292.00	228.00	30	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8_5x20_sfm.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	Silver Face Machined	Flow Forming	850.0000	11.8000	5	0
00000017035484	Forzza	Ratlankis Forzza Saturn 8,5X20 5X112 ET25 66,5 Black Magic	Saturn	355.00	270.00	30	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9x20_black_magic.jpg	fr20512	112.00	0.00	20	25	8.5	66.50	Black Magic	Flow Forming	900.0000	11.8000	5	0
00000017036634	Forzza	Ratlankis Forzza Saturn 8,5X20 5X120 ET30 72,56 SFM	Saturn	355.00	270.00	36	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8_5x20_sfm.jpg	fr20520	120.00	0.00	20	30	8.5	72.56	Silver Face Machined	Flow Forming	900.0000	11.8000	5	0
00000017036733	Forzza	Ratlankis Forzza Saturn 10X22 5X112 ET20 66,45 Black Magic	Saturn	451.00	339.00	20	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x22_black_magic.jpg	fr22512	112.00	0.00	22	20	10.0	66.45	Black Magic	Flow Forming	950.0000	15.1000	5	0
00000017035453	Forzza	Ratlankis Forzza Saturn 8X18 5X112 ET45 66,5 Black Magic	Saturn	239.00	186.00	64	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8x18_black_magic.jpg	fr18512	112.00	0.00	18	45	8.0	66.50	Black Magic	Flow Forming	750.0000	11.8000	5	0
00000017035460	Forzza	Ratlankis Forzza Saturn 8,5X19 5X112 ET45 66,5 Black Magic	Saturn	292.00	228.00	31	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9x20_black_magic.jpg	fr19512	112.00	0.00	19	45	8.5	66.50	Black Magic	Flow Forming	850.0000	11.8000	5	0
00000017036689	Forzza	Ratlankis Forzza Saturn 9,5X19 5X120 ET38 72,56 SFM	Saturn	292.00	228.00	34	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_sfm.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Silver Face Machined	Flow Forming	850.0000	11.8000	5	0
00000017035491	Forzza	Ratlankis Forzza Saturn 10X20 5X112 ET40 66,5 Black Magic	Saturn	355.00	270.00	19	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_black_magic.jpg	fr20512	112.00	0.00	20	40	10.0	66.50	Black Magic	Flow Forming	900.0000	11.8000	5	0
00000017036641	Forzza	Ratlankis Forzza Saturn 10X20 5X120 ET38 72,56 SFM	Saturn	355.00	270.00	22	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_sfm.jpg	fr20520	120.00	0.00	20	38	10.0	72.56	Silver Face Machined	Flow Forming	900.0000	11.8000	5	0
00000017036740	Forzza	Ratlankis Forzza Saturn 9,5X22 5X112 ET37 66,56 Black Magic	Saturn	451.00	339.00	38	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9_5x22_black_magic.jpg	fr22512	112.00	0.00	22	37	9.5	66.56	Black Magic	Flow Forming	950.0000	14.8000	5	0
00000017036719	Forzza	Ratlankis Forzza Saturn 8,5X19 5X112 ET25 66,56 SFM	Saturn	292.00	228.00	40	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8_5x20_sfm.jpg	fr19512	112.00	0.00	19	25	8.5	66.56	Silver Face Machined	Flow Forming	850.0000	11.8000	5	0
00000017036696	Forzza	Ratlankis Forzza Saturn 8,5X19 5X120 ET32 72,56 Black Magic	Saturn	292.00	228.00	38	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9x20_black_magic.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	Black Magic	Flow Forming	850.0000	11.8000	5	0
00000017035507	Forzza	Ratlankis Forzza Saturn 9X20 5X112 ET35 66,5 Black Magic	Saturn	355.00	270.00	20	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9x20_black_magic.jpg	fr20512	112.00	0.00	20	35	9.0	66.50	Black Magic	Flow Forming	900.0000	11.8000	5	0
00000017036658	Forzza	Ratlankis Forzza Saturn 8,5X20 5X120 ET30 72,56 Black Magic	Saturn	355.00	270.00	40	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_9x20_black_magic.jpg	fr20520	120.00	0.00	20	30	8.5	72.56	Black Magic	Flow Forming	900.0000	11.8000	5	0
00000017036757	Forzza	Ratlankis Forzza Saturn 10,5X22 5X112 ET35 66,56 Black Magic	Saturn	451.00	339.00	30	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10_5x22_black_magic.jpg	fr22512	112.00	0.00	22	35	10.5	66.56	Black Magic	Flow Forming	950.0000	15.1000	5	0
00000017036726	Forzza	Ratlankis Forzza Saturn 9,5X19 5X112 ET38 66,56 SFM	Saturn	292.00	228.00	26	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_sfm.jpg	fr19512	112.00	0.00	19	38	9.5	66.56	Silver Face Machined	Flow Forming	850.0000	11.8000	5	0
00000017036702	Forzza	Ratlankis Forzza Saturn 9,5X19 5X120 ET38 72,56 Black Magic	Saturn	292.00	228.00	38	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_black_magic.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Black Magic	Flow Forming	850.0000	11.8000	5	0
00000017036665	Forzza	Ratlankis Forzza Saturn 10X20 5X120 ET38 72,56 Black Magic	Saturn	355.00	270.00	32	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_black_magic.jpg	fr20520	120.00	0.00	20	38	10.0	72.56	Black Magic	Flow Forming	900.0000	11.8000	5	0
00000017035521	Forzza	Ratlankis Forzza Saturn 10X20 5X112 ET40 66,5 SFM	Saturn	355.00	270.00	4	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_10x20_sfm.jpg	fr20512	112.00	0.00	20	40	10.0	66.50	Silver Face Machined	Flow Forming	900.0000	11.8000	5	0
00000017035538	Forzza	Ratlankis Forzza Saturn 8,5X20 5X112 ET42 66,5 SFM	Saturn	355.00	270.00	29	http://4ratis.lt/customer_xml/Photos/forzza_saturn_da5652_8_5x20_sfm.jpg	fr20512	112.00	0.00	20	42	8.5	66.50	Silver Face Machined	Flow Forming	900.0000	11.8000	5	0
00000017037747	Forzza	Ratlankis Forzza Magnum 8X18 5X112 ET30 66,56 Satin Black	Magnum	239.00	186.00	36	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_8x18_satin_black_phone.jpeg	fr18512	112.00	0.00	18	30	8.0	66.56	Satin Black	Flow Forming	735.0000	10.4000	5	0
00000017037723	Forzza	Ratlankis Forzza Magnum 8X18 5X120 ET35 72,56 Satin Black	Magnum	239.00	186.00	42	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_8x18_satin_black_phone.jpeg	fr18520	120.00	0.00	18	35	8.0	72.56	Satin Black	Flow Forming	735.0000	10.4000	5	0
00000017037785	Forzza	Ratlankis Forzza Magnum 8,5X19 5X112 ET30 66,56 Satin Black	Magnum	292.00	228.00	21	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9_5x19_satin_black_phone.jpeg	fr19512	112.00	0.00	19	30	8.5	66.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037761	Forzza	Ratlankis Forzza Magnum 8,5X19 5X120 ET30 72,56 Satin Black	Magnum	292.00	228.00	30	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9_5x19_satin_black_phone.jpeg	fr19520	120.00	0.00	19	30	8.5	72.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037815	Forzza	Ratlankis Forzza Magnum 9X20 5X112 ET25 66,56 Bronze Tint	Magnum	387.00	281.00	14	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9x20_bronze_tint_phone.jpeg	fr20512	112.00	0.00	20	25	9.0	66.56	Bronze Tint	Flow Forming	865.0000	9.4000	5	0
00000017037877	Forzza	Ratlankis Forzza Magnum 9X20 5X120 ET30 72,56 Satin Black	Magnum	355.00	270.00	25	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9x20_satin_black_phone.jpeg	fr20520	120.00	0.00	20	30	9.0	72.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037754	Forzza	Ratlankis Forzza Magnum 8X18 5X112 ET45 66,56 Satin Black	Magnum	239.00	186.00	32	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_8x18_satin_black_phone.jpeg	fr18512	112.00	0.00	18	45	8.0	66.56	Satin Black	Flow Forming	735.0000	10.4000	5	0
00000017037730	Forzza	Ratlankis Forzza Magnum 9X18 5X120 ET37 72,56 Satin Black	Magnum	239.00	186.00	30	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_8x18_satin_black_phone.jpeg	fr18520	120.00	0.00	18	37	9.0	72.56	Satin Black	Flow Forming	735.0000	10.4000	5	0
00000017037792	Forzza	Ratlankis Forzza Magnum 9,5X19 5X112 ET40 66,56 Satin Black	Magnum	292.00	228.00	19	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9_5x19_satin_black_phone.jpeg	fr19512	112.00	0.00	19	40	9.5	66.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037778	Forzza	Ratlankis Forzza Magnum 9,5X19 5X120 ET37 72,56 Satin Black	Magnum	292.00	228.00	30	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9_5x19_satin_black_phone.jpeg	fr19520	120.00	0.00	19	37	9.5	72.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037884	Forzza	Ratlankis Forzza Magnum 10X20 5X120 ET37 74,1 Satin Black	Magnum	355.00	270.00	22	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_10x20_satin_black2_phone.jpeg	fr20520	120.00	0.00	20	37	10.0	74.10	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037839	Forzza	Ratlankis Forzza Magnum 9X20 5X112 ET35 66,56 Bronze Tint	Magnum	387.00	281.00	32	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9x20_bronze_tint_phone.jpeg	fr20512	112.00	0.00	20	35	9.0	66.56	Bronze Tint	Flow Forming	865.0000	9.4000	5	0
00000017037891	Forzza	Ratlankis Forzza Magnum 11X20 5X120 ET40 74,1 Satin Black	Magnum	355.00	270.00	27	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_11x20_satin_black2.jpeg	fr20520	120.00	0.00	20	40	11.0	74.10	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037846	Forzza	Ratlankis Forzza Magnum 9X20 5X112 ET25 66,56 Satin Black	Magnum	355.00	270.00	10	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9x20_satin_black_phone.jpeg	fr20512	112.00	0.00	20	25	9.0	66.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
00000017037860	Forzza	Ratlankis Forzza Magnum 9X20 5X112 ET35 66,56 Satin Black	Magnum	355.00	270.00	15	http://4ratis.lt/customer_xml/Photos/forzza_magnum_ya5798_9x20_satin_black_phone.jpeg	fr20512	112.00	0.00	20	35	9.0	66.56	Satin Black	Flow Forming	865.0000	9.4000	5	0
2000000018232	Forzza	Ratlankis Forzza Spider10,5X20 5X120 ET35 72,56 BFM	Spider	299.00	209.00	5	http://4ratis.lt/customer_xml/Photos/forzza_spider_black_face_machined_1000.jpg	fr20520	120.00	0.00	20	35	10.5	72.56	Black Face Machined	Casting	725.0000	15.7500	5	0
2000000010861	Forzza	Ratlankis Forzza Vertin 8,5X19 5X120 ET33 72,56 GmFM	Vertin	249.00	190.00	1	http://4ratis.lt/customer_xml/Photos/forzza_vertin_gmfm_x.jpg	fr19520	120.00	0.00	19	33	8.5	72.56	Grey Matt Face Machined	Casting	690.0000	12.2500	5	0
2000000010878	Forzza	Ratlankis Forzza Vertin 9,5X19 5X120 ET35 72,56 GmFM	Vertin	249.00	190.00	1	http://4ratis.lt/customer_xml/Photos/forzza_vertin_gmfm_x.jpg	fr19520	120.00	0.00	19	35	9.5	72.60	Grey Matt Face Machined	Casting	690.0000	12.6500	5	0
00000017023795	Forzza	Ratlankis Forzza Galaxy 8,5X19 5X112 ET45 66,45 Black Magic	Galaxy	245.00	176.00	27	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_8_5x19_black_magic_1000.jpg	fr19512	112.00	0.00	19	45	8.5	66.45	Black Magic	Flow Forming	815.0000	12.1500	5	0
00000017023900	Forzza	Ratlankis Forzza Galaxy 8,5X19 5X114,3 ET45 73,1 GMReflex	Galaxy	220.00	150.00	3	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_8_5x19_gm_reflex_1000.jpg	fr19514	114.30	0.00	19	45	8.5	73.10	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023719	Forzza	Ratlankis Forzza Galaxy 9X20 5X112 ET25 66,45 GMReflex	Galaxy	249.00	180.00	22	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_9x20_gmreflex_1000.jpg	fr20512	112.00	0.00	20	25	9.0	66.45	Gunmetal Reflex	Flow Forming	815.0000	12.1500	5	0
00000017023801	Forzza	Ratlankis Forzza Galaxy 9,5X19 5X112 ET38 66,45 Black Magic	Galaxy	220.00	150.00	16	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_10x20_black_magic_1000.jpg	fr19512	112.00	0.00	19	38	9.5	66.45	Black Magic	Flow Forming	815.0000	12.1500	5	0
00000017023870	Forzza	Ratlankis Forzza Galaxy 9,5X19 5X120 ET38 72,56 Black Magic	Galaxy	220.00	150.00	12	http://4ratis.lt/customer_xml/Photos/forzza_galaxy_10x20_black_magic_1000.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Black Magic	Flow Forming	815.0000	12.1500	5	0
